cell_id,HYBAS_ID,weight
196,7121064980,0.21292868991896996
196,7121065870,0.14866785854976375
196,7121065910,0.6384034515312663
212,7121064980,0.045000461331178104
212,7121065870,0.9549995386688218
185,7120523630,0.15253777917608
185,7120524700,0.8474622208239201
171,7121065360,1.0
188,7121065360,0.770497699773099
188,7120524540,0.229502300226901
189,7121065360,1.0
190,7121065360,1.0
206,7121065360,0.2155910481948722
206,7120524540,0.7844089518051279
207,7121065360,0.9815436779440907
207,7120524540,0.018456322055909285
208,7121065360,1.0
225,7121065360,0.1628537917329401
225,7120524540,0.7592096254806007
225,7120526710,0.02862111353887759
225,7121066940,0.04931546924758167
226,7121065360,0.46199477725910953
226,7120524540,2.6686387156554494e-05
226,7121066940,0.5379785363537338
245,7121065360,0.1151870472034922
245,7121066940,0.8819860760391817
245,7121067460,0.002826876757326154
213,7121065870,1.0
214,7121065870,0.7416899262918487
214,7121065910,0.25831007370815123
230,7121065870,0.24280106200134677
230,7121066950,0.7571989379986532
231,7121065870,0.5548669304206028
231,7121066950,0.44513306957939697
232,7121065870,0.3877747199832996
232,7121065910,0.08041395724193955
232,7121066950,0.5318113227747608
186,7120524700,0.20883563701724006
186,7120524540,0.7911643629827599
198,7120524700,0.9950304039642693
198,7121067340,0.004969596035730706
202,7120524700,0.5330924195733321
202,7121066590,0.4669075804266679
203,7120524700,0.8323235971632815
203,7120524540,0.12817766523861446
203,7121066590,0.03204778289085839
203,7120526700,0.007450954707245654
204,7120524700,0.0037769832649056923
204,7120524540,0.970725193856273
204,7120526710,0.0254978228788213
216,7120524700,0.5263119456277311
216,7121067340,0.31720248091952585
216,7121066590,0.1564855734527431
217,7120524700,0.14151106197660593
